id,name,size,admis_num,admis_percent,cost_gen,cost_instate,cost_outstate,location,majors,ranking,testscores,avg_gpa,completion_percent,ctype,med_debt
,University of Hartford,5069,11374.83,0.81,59249,-1,-1,"West Hartford, CT","[""Accounting\nActing\nArchitectural Engineering Technology/Technician\nArt History, Criticism and Conservation\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nCeramic Arts and Ceramics\nChemistry, General\nCivil Engineering, General\nClinical Laboratory Science/Medical Technology/Technologist\nCommunity Organization and Advocacy\nComputer Engineering Technology/Technician\nComputer Engineering, General\nComputer and Information Sciences, General\nCriminal Justice/Police Science\nDance, General\nDesign and Visual Communications, General\nDrawing\nEarly Childhood Education and Teaching\nEconomics, General\nElectrical and Electronics Engineering\nElectrical, Electronic and Communications Engineering Technology/Technician\nElementary Education and Teaching\nEngineering Technologies and Engineering-Related Fields, Other\nEngineering Technology, General\nEngineering, General\nEnglish Language and Literature, General\nEntrepreneurship/Entrepreneurial Studies\nFilm/Cinema/Video Studies\nFinance, General\nFine Arts and Art Studies, Other\n Foreign Languages and Literatures, General\nGeneral Merchandising, Sales, and Related Marketing Operations, Other\nGeneral Studies\nGraphic Design\nHealth Professions and Related Clinical Sciences, Other\nHealth Services/Allied Health/Health Sciences, General\nHistory, General\nHuman Services, General\nIllustration"",""Information Science/Studies\nInsurance\nIntermedia/Multimedia\nInternational Relations and Affairs\nJazz/Jazz Studies\nJewish/Judaic Studies\nLegal Assistant/Paralegal\nLegal Studies, General\nLiberal Arts and Sciences/Liberal Studies\nManagement Information Systems, General\nMathematics Teacher Education\nMathematics, General\nMechanical Engineering\nMechanical Engineering/Mechanical Technology/Technician\nMedical Radiologic Technology/Science - Radiation Therapist\nMulti-/Interdisciplinary Studies, General\nMusic History, Literature, and Theory\nMusic Management\nMusic Performance, General\nMusic Teacher Education\nMusic, General\nMusic, Other\nPainting\nPhilosophy\nPhotography\nPhysical Therapy/Therapist\nPhysics, General\nPolitical Science and Government, General\nPre-Medicine/Pre-Medical Studies\nPrintmaking\nProfessional, Technical, Business, and Scientific Writing\nPsychology, General\n Registered Nursing/Registered Nurse\nRespiratory Care Therapy/Therapist\nSculpture\nSecondary Education and Teaching\nSociology\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nWomen's Studies""]",360,"{""avg_gpa"":3.05,""sat_math"":{""avg"":-1,""lrange"":""510"",""rrange"":""610""},""sat_ebrw"":{""avg"":""518"",""lrange"":""520"",""rrange"":""620""},""act_composite"":{""avg"":""24"",""lrange"":""21"",""rrange"":""27""}}",,0.46,Private non-profit,NaN
,University of Houston,38348,13925.82,0.62,-1,26034,41694,"Houston, TX","[""Accounting\nAdvertising\nAfrican-American/Black Studies\nAmerican Sign Language (ASL)\nAnthropology\nArchitecture\nArt History, Criticism and Conservation\nArt/Art Studies, General\nBiochemistry\nBioengineering and Biomedical Engineering\nBiology/Biological Sciences, General\nBiotechnology\nBusiness Administration and Management, General\nBusiness Family and Consumer Sciences/Human Sciences\nBusiness/Corporate Communications\nChemical Engineering\nChemistry, General\nChinese Language and Literature\nCivil Engineering, General\nCommunication Sciences and Disorders, General\nComputer Engineering Technology/Technician\nComputer Engineering, General\nComputer Graphics\nComputer Systems Analysis/Analyst\nComputer and Information Sciences, General\nConstruction Engineering Technology/Technician\nCreative Writing\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nElectrical and Electronics Engineering\nElectrical, Electronic and Communications Engineering Technology/Technician\nEnglish Language and Literature, General\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Design/Architecture\nEnvironmental Science\n Ethnic, Cultural Minority, Gender, and Group Studies, Other\nFinance, General\nForeign Languages and Literatures, General\nFrench Language and Literature\nGeology/Earth Science, General\nGeophysics and Seismology\nGraphic Design\nHealth Communication"",""Health and Wellness, General\nHistory, General\nHotel/Motel Administration/Management\nHuman Development and Family Studies, General\nHuman Nutrition\nHuman Resources Development\nIndustrial Engineering\nIndustrial and Product Design\nInformation Science/Studies\nInterior Architecture\nItalian Language and Literature\nJournalism\nKinesiology and Exercise Science\nLiberal Arts and Sciences/Liberal Studies\nLinguistics\nManagement Information Systems, General\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematical Biology\nMathematics, General\nMechanical Engineering\nMechanical Engineering/Mechanical Technology/Technician\nMulti-/Interdisciplinary Studies, Other\nMusic Performance, General\nMusic, General\nOperations Management and Supervision\nOrganizational Leadership\nPainting\nPetroleum Engineering\nPhilosophy\nPhotography\nPhysics, General\nPolitical Science and Government, General\n Psychology, General\nPublic Relations/Image Management\nRadio and Television\nRegistered Nursing/Registered Nurse\nReligion/Religious Studies\nSales, Distribution, and Marketing Operations, General\nSculpture\nSociology\nSpanish Language and Literature\nSpeech Communication and Rhetoric\nSport and Fitness Administration/Management""]",364,"{""avg_gpa"":3.75,""sat_math"":{""avg"":-1,""lrange"":""560"",""rrange"":""660""},""sat_ebrw"":{""avg"":""605"",""lrange"":""570"",""rrange"":""650""},""act_composite"":{""avg"":""25"",""lrange"":""22"",""rrange"":""28""}}",,0.29,Public,24018
,University of Illinois at Chicago,19447,14451.36,0.77,-1,27753,41445,"Chicago, IL","[""Accounting\nAfrican-American/Black Studies\nAnthropology\nArchitecture\nArchitecture and Related Services, Other\nArt History, Criticism and Conservation\nArt Teacher Education\nBiochemistry\nBioengineering and Biomedical Engineering\n Biology Teacher Education\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nChemical Engineering\nChemistry Teacher Education\nChemistry, General\nCinematography and Film/Video Production\nCivil Engineering, General\nClassical, Ancient Mediterranean and Near Eastern Studies and Archaeology\nClassics and Classical Languages, Literatures, and Linguistics, General\nCommunication, General\nComputer Engineering, General\nComputer Science\nCriminal Justice/Safety Studies\nDesign and Applied Arts, Other\nDietetics/Dietitian\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEngineering Physics/Applied Physics\nEngineering/Industrial Management\nEnglish Language and Literature, General\nEnglish/Language Arts Teacher Education\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Science\nEthnic, Cultural Minority, Gender, and Group Studies, Other\nFilm/Video and Photographic Arts, Other\nFinance, General\nFine/Studio Arts, General\nFrench Language Teacher Education\nFrench Language and Literature\nGeology/Earth Science, General\nGerman Language Teacher Education"",""German Studies\nGraphic Design\nHealth Information/Medical Records Administration/Administrator\nHistory Teacher Education\nHistory, General\n Industrial Engineering\nIndustrial and Product Design\nInformation Science/Studies\nItalian Language and Literature\nKinesiology and Exercise Science\nLatin American Studies\nManagement Science\nMarketing/Marketing Management, General\nMathematics Teacher Education\nMathematics and Computer Science\nMathematics, General\nMechanical Engineering\nMusic, General\nNeuroscience\nNursing Science\nNutrition Sciences\nPainting\nPhilosophy\nPhotography\nPhysics Teacher Education\nPhysics, General\nPolish Language and Literature\nPolitical Science and Government, General\nPre-Dentistry Studies\nPre-Veterinary Studies\nPsychology, General\nRegistered Nursing/Registered Nurse\nRomance Languages, Literatures, and Linguistics, General\nRussian Language and Literature\nSlavic Languages, Literatures, and Linguistics, General\nSocial Work\nSociology\nSpanish Language Teacher Education\nSpanish Language and Literature\nSpeech Communication and Rhetoric\nStatistics, General\nUrban Studies/Affairs\nWomen's Studies""]",81,"{""avg_gpa"":3.31,""sat_math"":{""avg"":-1,""lrange"":-1,""rrange"":-1},""sat_ebrw"":{""avg"":-1,""lrange"":-1,""rrange"":-1},""act_composite"":{""avg"":""24"",""lrange"":""20"",""rrange"":""26""}}",,0.29,Public,27668
,University of Kentucky,22136,18164.559999999998,0.94,-1,30928,49248,"Lexington, KY","[""Accounting\nAgricultural Economics\nAgricultural Engineering\nAgricultural Public Services, Other\nAgriculture, Agriculture Operations, and Related Sciences, Other\nAgronomy and Crop Science\nAmerican/United States Studies/Civilization\nAnimal Sciences, General\nAnthropology\nApparel and Textiles, General\nArchitecture\nArt History, Criticism and Conservation\nArt Teacher Education\nArts, Entertainment, and Media Management, General\nAudiology/Audiologist and Speech-Language Pathology/Pathologist\nBiology/Biological Sciences, General\nBiotechnology\nBusiness/Commerce, General\nBusiness/Managerial Economics\nChemical Engineering\nChemistry, General\nChinese Language and Literature\nCivil Engineering, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nClinical Laboratory Science/Medical Technology/Technologist\n Computer Engineering, General\nComputer and Information Sciences, General\nDance, General\nDigital Arts\nDrama and Dramatics/Theatre Arts, General\nEarly Childhood Education and Teaching\nEconomics, General\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEnglish Language and Literature, General\nEnvironmental Studies\nEthnic, Cultural Minority, Gender, and Group Studies, Other\nFamily and Consumer Sciences/Human Sciences, General\nFinance, General\nFinancial Mathematics\nFine/Studio Arts, General\nFood Science\nFoods, Nutrition, and Wellness Studies, General\nForest Sciences and Biology\nFrench Language and Literature\nGeneral Studies\nGeography\nGeology/Earth Science, General\nGerman Language and Literature\nHealth Services/Allied Health/Health Sciences, General\nHealth Teacher Education\nHealth/Health Care Administration/Management"",""History, General\nHorse Husbandry/Equine Science and Management\nHospitality Administration/Management, General\nHuman Nutrition\nInformation Science/Studies\nInterior Design\nInternational/Global Studies\nJapanese Language and Literature\nJournalism\nJunior High/Intermediate/Middle School Education and Teaching\nLandscape Architecture\nLatin American Studies\nLiberal Arts and Sciences/Liberal Studies\n Linguistic, Comparative, and Related Language Studies and Services, Other\nLinguistics\nManagement Science\nMarketing/Marketing Management, General\nMaterials Engineering\nMathematics and Computer Science\nMathematics, General\nMechanical Engineering\nMining and Mineral Engineering\nMulti-/Interdisciplinary Studies, General\nMulti-/Interdisciplinary Studies, Other\nMusic History, Literature, and Theory\nMusic Performance, General\nMusic Teacher Education\nNatural Resources/Conservation, General\nNeuroscience\nPhilosophy\nPhysical Education Teaching and Coaching\nPhysician Assistant\nPhysics, General\nPolitical Science and Government, General\nPre-Physical Therapy Studies\nPsychology, General\nPublic Health, General\nPublic Relations, Advertising, and Applied Communication\nRadio and Television\nRegistered Nursing/Registered Nurse\nRhetoric and Composition\nRussian Language and Literature\nScience Teacher Education/General Science Teacher Education\nSocial Studies Teacher Education\nSocial Work\nSociology\nSpanish Language and Literature\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nTeacher Education and Professional Development, Specific Subject Areas, Other\nTechnical Teacher Education""]",323,"{""avg_gpa"":3.51,""sat_math"":{""avg"":-1,""lrange"":""530"",""rrange"":""650""},""sat_ebrw"":{""avg"":""599"",""lrange"":""550"",""rrange"":""650""},""act_composite"":{""avg"":""26"",""lrange"":""23"",""rrange"":""29""}}",,0.44,Public,32437
,University of Maine,9365,11460.44,0.92,-1,25604,45914,"Orono, ME","[""Accounting\nAgroecology and Sustainable Agriculture\nAnimal Sciences, General\nAnthropology\nApplied Horticulture/Horticulture Operations, General\nArt History, Criticism and Conservation\nArt Teacher Education\nAthletic Training/Trainer\nBiochemistry\nBioengineering and Biomedical Engineering\nBiology Teacher Education\nBiology/Biological Sciences, General\nBotany/Plant Biology\nBusiness Administration and Management, General\nChemical Engineering\nChemistry Teacher Education\nChemistry, General\nCivil Engineering Technology/Technician\nCivil Engineering, General\n Clinical Laboratory Science/Medical Technology/Technologist\nCommunication Sciences and Disorders, General\nCommunication, General\nComputer Engineering, General\nComputer Science\nDigital Communication and Media/Multimedia\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nEconomics, Other\nElectrical and Electronics Engineering\nElectrical, Electronic and Communications Engineering Technology/Technician\nElementary Education and Teaching\nEngineering Physics/Applied Physics\nEnglish Language and Literature, General\nEnglish/Language Arts Teacher Education\nEnvironmental Science\nFinance, General\nFine/Studio Arts, General\nFood Science\nForeign Language Teacher Education\nForestry, General\nFrench Language Teacher Education"",""French Language and Literature\nGeology/Earth Science, General\nHistory Teacher Education\nHistory, General\nHuman Development and Family Studies, General\nInternational Relations and Affairs\nJournalism\nLiberal Arts and Sciences/Liberal Studies\nMarine Sciences\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematics Teacher Education\nMathematics, General\nMechanical Engineering\nMechanical Engineering/Mechanical Technology/Technician\nMicrobiology, General\nMolecular Biology\nMulti-/Interdisciplinary Studies, Other\n Music Performance, General\nMusic Teacher Education\nMusic, General\nParks, Recreation and Leisure Facilities Management, General\nPhilosophy\nPhysical Education Teaching and Coaching\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nRegistered Nursing/Registered Nurse\nRomance Languages, Literatures, and Linguistics, Other\nScience Teacher Education/General Science Teacher Education\nSecondary Education and Teaching\nSocial Studies Teacher Education\nSocial Work\nSociology\nSpanish Language Teacher Education\nSpanish Language and Literature\nStatistics, General\nSurveying Technology/Surveying\nWildlife, Fish and Wildlands Science and Management\nWomen's Studies\nZoology/Animal Biology""]",> 600,"{""avg_gpa"":3.29,""sat_math"":{""avg"":-1,""lrange"":""520"",""rrange"":""620""},""sat_ebrw"":{""avg"":""584"",""lrange"":""530"",""rrange"":""630""},""act_composite"":{""avg"":""24"",""lrange"":""22"",""rrange"":""27""}}",,0.4,Public,33890
,University of Massachusetts Amherst,23515,24967.2,0.6,-1,32872,52193,"Amherst, MA","[""Accounting\nAfrican-American/Black Studies\nAgroecology and Sustainable Agriculture\nAnimal Sciences, General\nAnthropology\nApplied Economics\nApplied Horticulture/Horticulture Operations, General\nArchitectural and Building Sciences/Technology\nArt History, Criticism and Conservation\nAstronomy\nBiochemistry and Molecular Biology\nBioengineering and Biomedical Engineering\nBiological and Physical Sciences\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nBusiness/Managerial Economics\nChemical Engineering\nChemistry, General\nChinese Language and Literature\nCivil Engineering, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nCommunication Sciences and Disorders, General\nCommunication, General\nComparative Literature\nComputer Engineering, General\nComputer Science\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nEducation, General\nElectrical and Electronics Engineering\nEnglish Language and Literature, General\nEnvironmental Design/Architecture\nEnvironmental Science\nExercise Physiology\nFinance, General\nFine/Studio Arts, General\nFood Science\nFrench Language and Literature\nGeneral Studies\nGeography\nGeology/Earth Science, General\nGerman Studies"",""History, General\nHospitality Administration/Management, General\nHumanities/Humanistic Studies\nIndustrial Engineering\nInformatics\nItalian Language and Literature\nJapanese Language and Literature\nJewish/Judaic Studies\nJournalism\nLandscape Architecture\nLegal Studies, General\nLiberal Arts and Sciences, General Studies and Humanities, Other\nLinguistics\nLogistics, Materials, and Supply Chain Management\nMarketing/Marketing Management, General\nMathematics and Computer Science\nMathematics, General\nMechanical Engineering\nMicrobiology, General\nMulti-/Interdisciplinary Studies, Other\nMusic Performance, General\nMusic, General\nNatural Resources/Conservation, General\nNear and Middle Eastern Studies\nNutrition Sciences\nPhilosophy\nPhysics, General\nPlant Sciences, General\nPolitical Science and Government, General\nPortuguese Language and Literature\nPre-Veterinary Studies\nPsychology, General\nPublic Health, General\nRegistered Nursing/Registered Nurse\nRussian Studies\nSocial Sciences, Other\nSociology\nSpanish Language and Literature\nSport and Fitness Administration/Management\nTurf and Turfgrass Management\nVeterinary/Animal Health Technology/Technician and Veterinary Assistant\nWomen's Studies""]",160,"{""avg_gpa"":3.9,""sat_math"":{""avg"":-1,""lrange"":""600"",""rrange"":""710""},""sat_ebrw"":{""avg"":""638"",""lrange"":""600"",""rrange"":""680""},""act_composite"":{""avg"":""28"",""lrange"":""26"",""rrange"":""31""}}",,0.7,Public,31897
,University of Montana,9323,5749.26,0.93,-1,21614,40478,"Missoula, MT","[""Accounting\nAfrican-American/Black Studies\nAmerican Government and Politics (United States)\nAmerican Indian/Native American Studies\nAnthropology\nArt/Art Studies, General\nAsian Studies/Civilization\nAstronomy\nAthletic Training/Trainer\nAudiology/Audiologist and Speech-Language Pathology/Pathologist\nBiochemistry\nBiology/Biological Sciences, General\nBusiness/Commerce, General\nChemistry, General\nCinematography and Film/Video Production\nClassics and Classical Languages, Literatures, and Linguistics, General\nClinical Laboratory Science/Medical Technology/Technologist\nClinical/Medical Laboratory Technician\nComputer Science\nComputer and Information Sciences, General\nCreative Writing\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEast Asian Studies\nEconomics, General\nEducation, General\nElementary Education and Teaching\nEnglish Language and Literature, General\nEnvironmental Studies\nFinance, General\nForest Management/Forest Resources Management\nForestry, General\nForestry, Other\nFrench Language and Literature\nGeography\nGeology/Earth Science, General"",""German Language and Literature\nHistory, General\nInternational Business/Trade/Commerce\nJapanese Language and Literature\nJournalism\nLegal Studies, General\nLiberal Arts and Sciences/Liberal Studies\nManagement Information Systems, General\nMarketing/Marketing Management, General\nMathematics, General\nMedical Microbiology and Bacteriology\nMulti-/Interdisciplinary Studies, General\nMusic, General\nNatural Resources/Conservation, General\nNeuroscience\nParks, Recreation and Leisure Studies\nPharmaceutics and Drug Design\nPharmacy\nPhilosophy\nPhysical Education Teaching and Coaching\nPhysics, General\nPre-Engineering\nPre-Law Studies\nPre-Medicine/Pre-Medical Studies\nPre-Nursing Studies\n Pre-Pharmacy Studies\nPre-Physical Therapy Studies\nPsychology, General\nRussian Language and Literature\nSocial Work\nSociology\nSpanish Language and Literature\nSpeech Communication and Rhetoric\nWildlife, Fish and Wildlands Science and Management\nWomen's Studies""]",> 600,"{""avg_gpa"":3.55,""sat_math"":{""avg"":-1,""lrange"":""520"",""rrange"":""620""},""sat_ebrw"":{""avg"":""591"",""lrange"":""540"",""rrange"":""650""},""act_composite"":{""avg"":""24"",""lrange"":""21"",""rrange"":""26""}}",,0.24,Public,28157
,"University of Nevada, Reno",17930,8387.28,0.88,-1,24492,39543,"Reno, NV","[""Accounting\nAgriculture, General\nAnthropology\nArt History, Criticism and Conservation\nArt/Art Studies, General\nAtmospheric Sciences and Meteorology, General\nBiochemistry\nBioengineering and Biomedical Engineering\nBiology/Biological Sciences, General\nBiotechnology\nBusiness Administration and Management, General\nBusiness/Commerce, General\nBusiness/Managerial Economics\nChemical Engineering\nCivil Engineering, General\nComputer Engineering, General\nComputer Science\nComputer and Information Sciences, General\nCriminology\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEducation, Other\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEngineering Physics/Applied Physics\nEnglish Language and Literature, General\nEnvironmental Science\nEnvironmental/Environmental Health Engineering\nFinance, General\nForest Management/Forest Resources Management\nFrench Language and Literature\nGeneral Studies\nGeography\nGeological/Geophysical Engineering"",""Geology/Earth Science, General\nGeophysics and Seismology\nHealth and Wellness, General\nHistory, General\nHuman Development and Family Studies, General\nInternational Business/Trade/Commerce\nInternational Relations and Affairs\nJournalism\nMarketing/Marketing Management, General\nMathematics, General\nMechanical Engineering\nMetallurgical Engineering\nMicrobiology and Immunology\nMining and Mineral Engineering\nMusic Performance, General\nMusic Teacher Education\nMusic, General\nNeuroscience\nNutrition Sciences\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPre-Veterinary Studies\nPsychology, General\nRange Science and Management\nRegistered Nursing/Registered Nurse\nSocial Work\nSociology\nSpanish Language and Literature\nSpeech Communication and Rhetoric\nSpeech-Language Pathology/Pathologist\nWater Resources Engineering\nWildlife, Fish and Wildlands Science and Management\nWomen's Studies""]",276,"{""avg_gpa"":3.4,""sat_math"":{""avg"":-1,""lrange"":""530"",""rrange"":""640""},""sat_ebrw"":{""avg"":""590"",""lrange"":""540"",""rrange"":""640""},""act_composite"":{""avg"":""23"",""lrange"":""21"",""rrange"":""26""}}",,0.48,Public,22600
,"University of Nevada, Las Vegas",25282,9522.66,0.82,-1,26665,42433,"Las Vegas, NV","[""Accounting\nActing\nAfrican-American/Black Studies\nAnthropology\nArchitecture\nArt History, Criticism and Conservation\nArt/Art Studies, General\nAsian Studies/Civilization\nAthletic Training/Trainer\nBiochemistry\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nChemistry, General\nCivil Engineering, General\nComputer Engineering, General\nComputer Science\nConstruction Management\n Criminal Justice/Safety Studies\nCulinary Arts and Related Services, Other\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEarly Childhood Education and Teaching\nEconomics, General\nEducation, General\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEngineering, General\nEnglish Language and Literature, General\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Studies\nFilm/Cinema/Video Studies\nFinance, General\nFrench Language and Literature\nGeology/Earth Science, General\nGerman Language and Literature\nGraphic Design\nHealth Teacher Education\nHealth/Health Care Administration/Management\nHealth/Medical Physics\nHistory, General\nHospitality Administration/Management, General\nHospitality Administration/Management, Other"",""Human Services, General\nInformation Science/Studies\nInterior Architecture\nInternational Business/Trade/Commerce\nKinesiology and Exercise Science\nLandscape Architecture\nLatin American Studies\nLiberal Arts and Sciences/Liberal Studies\nLinguistics\nManagement Information Systems, General\nMarketing/Marketing Management, General\nMass Communication/Media Studies\nMathematics, General\nMechanical Engineering\nMedical Radiologic Technology/Science - Radiation Therapist\nMulti-/Interdisciplinary Studies, Other\nMusic, General\nNuclear Medical Technology/Technologist\nNutrition Sciences\nParks, Recreation and Leisure Studies\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nPublic Administration\nPublic Health, General\nReal Estate\nRegistered Nursing/Registered Nurse\nRestaurant/Food Services Management\nRomance Languages, Literatures, and Linguistics, Other\nScience Teacher Education/General Science Teacher Education\nSecondary Education and Teaching\nSocial Sciences, General\nSocial Work\nSociology\nSpanish Language Teacher Education\nSpanish Language and Literature\nSpecial Education and Teaching, General\nSpeech Communication and Rhetoric\nTechnical Theatre/Theatre Design and Technology\nUrban Education and Leadership\nWomen's Studies""]",401-500,"{""avg_gpa"":3.38,""sat_math"":{""avg"":-1,""lrange"":""510"",""rrange"":""620""},""sat_ebrw"":{""avg"":-1,""lrange"":""520"",""rrange"":""620""},""act_composite"":{""avg"":-1,""lrange"":""19"",""rrange"":""24""}}",,0.12,Public,21333
,University of Richmond,3227,3564.6,0.3,69750,-1,-1,"University of Richmond, VA","[""Accounting\nAfrican Studies\nAmerican/United States Studies/Civilization\nAncient Studies/Civilization\nAncient/Classical Greek Language and Literature\nAnthropology\nArea Studies, Other\nArt History, Criticism and Conservation\nAsian Studies/Civilization\nBioethics/Medical Ethics\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nChemistry, General\nChinese Studies\nCognitive Science\nComputer and Information Sciences, General\nCriminal Justice/Safety Studies\nDance, General\nDevelopment Economics and International Development\nDrama and Dramatics/Theatre Arts, General\nEconometrics and Quantitative Economics\nEconomics, General\nEconomics, Other\nEnglish Language and Literature, General\nEnvironmental Studies\nEuropean Studies/Civilization\nFilm/Cinema/Video Studies\nFine/Studio Arts, General"",""French Language and Literature\nGeography\nGerman Studies\nHistory, General\nHumanities/Humanistic Studies\nInternational Economics\nInternational Relations and Affairs\nItalian Studies\nJournalism\nLatin American Studies\nLatin Language and Literature\nMathematics, General\nMolecular Biochemistry\nMulti-/Interdisciplinary Studies, Other\nMusic, General\nNear and Middle Eastern Studies\nOrganizational Behavior Studies\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nReligion/Religious Studies\nRhetoric and Composition\nRussian Studies\nSociology\nSpanish Language and Literature\nWomen's Studies""]",66,"{""avg_gpa"":-1,""sat_math"":{""avg"":-1,""lrange"":""650"",""rrange"":""750""},""sat_ebrw"":{""avg"":""669"",""lrange"":""640"",""rrange"":""710""},""act_composite"":{""avg"":""30"",""lrange"":""30"",""rrange"":""33""}}",,0.82,Private non-profit,27406
,University of San Diego,5855,7042.110000000001,0.53,70999,-1,-1,"San Diego, CA","[""Accounting\nAnthropology\nArchitectural History and Criticism, General\nArt History, Criticism and Conservation\nArt/Art Studies, General\nBiochemistry\nBiology/Biological Sciences, General\nBiophysics\nBusiness Administration and Management, General\nBusiness/Managerial Economics\nChemistry, General\nCommunication, General\nComputer Science\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nElectrical and Electronics Engineering\nEngineering, General\nEnglish Language and Literature, General\nEnvironmental Science\nEthnic Studies\nFinance, General"",""French Language and Literature\nHistory, General\nHumanities/Humanistic Studies\nIndustrial Engineering\nInternational Business/Trade/Commerce\nInternational Relations and Affairs\nItalian Studies\nLiberal Arts and Sciences/Liberal Studies\n Marketing/Marketing Management, General\nMathematics, General\nMechanical Engineering\nMusic, General\nNeuroscience\nPhilosophy\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nReal Estate\nReligion/Religious Studies\nSociology\nSpanish Language and Literature""]",150,"{""avg_gpa"":3.9,""sat_math"":{""avg"":-1,""lrange"":""590"",""rrange"":""690""},""sat_ebrw"":{""avg"":""635"",""lrange"":""600"",""rrange"":""670""},""act_composite"":{""avg"":""28"",""lrange"":""25"",""rrange"":""30""}}",,0.68,Private non-profit,31264
,University of Utah,24635,14784,0.66,-1,23869,42474,"Salt Lake City, UT","[""Accounting\nAnthropology\nApplied Mathematics, General\nArchitecture\nArchitecture and Related Services, Other\nArt History, Criticism and Conservation\nArt/Art Studies, General\nAsian Studies/Civilization\nAthletic Training/Trainer\nAtmospheric Sciences and Meteorology, General\nAudiology/Audiologist and Speech-Language Pathology/Pathologist\nBallet\nBioengineering and Biomedical Engineering\nBiology/Biological Sciences, General\nBusiness Administration and Management, General\nBusiness/Commerce, General\nChemical Engineering\nChemistry, General\nChinese Language and Literature\nCivil Engineering, General\nClassics and Classical Languages, Literatures, and Linguistics, General\nClinical Laboratory Science/Medical Technology/Technologist\nCommunication, General\nComparative Literature\nComputer Engineering, General\nComputer Science\nConsumer Economics\nDance, General\nDrama and Dramatics/Theatre Arts, General\nEconomics, General\nEducation, General\nElectrical and Electronics Engineering\nElementary Education and Teaching\nEngineering, General\nEnglish Language and Literature, General\nEntrepreneurship/Entrepreneurial Studies\nEnvironmental Studies\nEthnic, Cultural Minority, Gender, and Group Studies, Other\nFilm/Cinema/Video Studies\nFinance, General\nFrench Language and Literature\nGeographic Information Science and Cartography\nGeological and Earth Sciences/Geosciences, Other"",""Geological/Geophysical Engineering\nGeology/Earth Science, General\nGeophysics and Seismology\nGerman Language and Literature\nHealth Services/Allied Health/Health Sciences, General\nHealth and Physical Education/Fitness, General\nHistory, General\nHuman Development and Family Studies, General\nInformation Science/Studies\nInternational/Global Studies\nKinesiology and Exercise Science\nLatin American Studies\nLiberal Arts and Sciences, General Studies and Humanities, Other\nMarketing/Marketing Management, General\nMaterials Engineering\nMathematics, General\nMechanical Engineering\nMetallurgical Engineering\nMining and Mineral Engineering\nMusic, General\nNear and Middle Eastern Studies\nOperations Management and Supervision\nParks, Recreation and Leisure Studies\nPeace Studies and Conflict Resolution\nPhilosophy\nPhysical Sciences\nPhysical Sciences, Other\nPhysics, General\nPolitical Science and Government, General\nPsychology, General\nReligion/Religious Studies\nRhetoric and Composition\nRussian Language and Literature\nSocial Science Teacher Education\nSocial Sciences, General\nSocial Work\nSociology\nSpanish Language and Literature\nSpecial Education and Teaching, General\nUrban Studies/Affairs\nVisual and Performing Arts, General\nWomen's Studies""]",126,"{""avg_gpa"":3.61,""sat_math"":{""avg"":-1,""lrange"":""550"",""rrange"":""680""},""sat_ebrw"":{""avg"":""610"",""lrange"":""560"",""rrange"":""670""},""act_composite"":{""avg"":""25"",""lrange"":""22"",""rrange"":""29""}}",,0.31,Public,21792
