userid,college,status
33_TX_37,Smith College,denied
33_TX_37,Barnard College,denied
33_TX_37,Reed College,denied
33_TX_38,William Jewell College,accepted
33_TX_38,Lawrence Technological University,accepted
33_TX_38,Texas Tech University,accepted
33_TX_38,San Diego State University,accepted
33_TX_38,University of Montana,accepted
33_TX_38,Mount Holyoke College,denied
33_TX_38,Colorado College,denied
33_TX_38,Smith College,denied
33_TX_38,Barnard College,denied
33_TX_38,Reed College,denied
33_TX_39,Lawrence Technological University,accepted
33_TX_39,William Jewell College,accepted
33_TX_39,Siena College,accepted
33_TX_39,University of Maine,accepted
33_TX_39,Nova Southeastern University,accepted
33_TX_39,Mount Holyoke College,denied
33_TX_39,Colorado College,denied
33_TX_39,Smith College,denied
33_TX_39,Barnard College,denied
33_TX_39,Reed College,denied
33_WA_40,Lawrence Technological University,accepted
33_WA_40,William Jewell College,accepted
33_WA_40,Siena College,accepted
33_WA_40,Nova Southeastern University,accepted
33_WA_40,University of Maine,accepted
33_WA_40,Mount Holyoke College,denied
33_WA_40,Colorado College,pending
33_WA_40,Smith College,denied
33_WA_40,Barnard College,denied
33_WA_40,Reed College,denied
33_WA_41,William Jewell College,accepted
33_WA_41,Lawrence Technological University,accepted
33_WA_41,San Diego State University,pending
33_WA_41,University of Arizona,accepted
33_WA_41,University of Houston,pending
33_WA_41,Mount Holyoke College,denied
33_WA_41,Colorado College,denied
33_WA_41,Smith College,denied
33_WA_41,Barnard College,denied
33_WA_41,Reed College,denied
33_WA_42,Roger Williams University,pending
33_WA_42,Gordon College,accepted
33_WA_42,University of Kentucky,accepted
33_WA_42,Samford University,accepted
33_WA_42,University of Arkansas,accepted
33_WA_42,Smith College,denied
33_WA_42,Barnard College,denied
33_WA_42,Reed College,denied
33_WA_42,New York University,denied
33_WA_42,Eastern Washington University,accepted
33_WA_43,Samford University,accepted
33_WA_43,Gordon College,accepted
33_WA_43,Roger Williams University,pending
33_WA_43,University of Kentucky,accepted
33_WA_43,University of Arkansas,accepted
33_WA_43,Colorado College,denied
33_WA_43,Smith College,denied
33_WA_43,"California State University, East Bay",accepted
33_WA_43,Barnard College,denied
33_WA_43,Reed College,denied
33_WA_44,Lawrence Technological University,accepted
33_WA_44,William Jewell College,accepted
33_WA_44,Siena College,accepted
33_WA_44,University of Maine,accepted
33_WA_44,Nova Southeastern University,accepted
33_WA_44,Mount Holyoke College,denied
33_WA_44,Colorado College,denied
33_WA_44,Smith College,pending
33_WA_44,Barnard College,denied
33_WA_44,Reed College,denied
33_WA_45,William Jewell College,accepted
33_WA_45,Lawrence Technological University,accepted
33_WA_45,Texas Tech University,accepted
33_WA_45,San Diego State University,accepted
33_WA_45,University of Montana,accepted
33_WA_45,Mount Holyoke College,pending
33_WA_45,Colorado College,denied
33_WA_45,Smith College,denied
33_WA_45,Barnard College,denied
33_WA_45,Reed College,denied
33_WA_46,William Jewell College,accepted
33_WA_46,Lawrence Technological University,accepted
33_WA_46,Texas Tech University,accepted
33_WA_46,San Diego State University,accepted
33_WA_46,University of Montana,accepted
33_WA_46,Mount Holyoke College,denied
33_WA_46,Colorado College,pending
33_WA_46,Smith College,denied
33_WA_46,Barnard College,denied
33_WA_46,Reed College,denied
33_WA_47,William Jewell College,accepted
33_WA_47,Lawrence Technological University,accepted
33_WA_47,San Diego State University,accepted
33_WA_47,University of Arizona,accepted
33_WA_47,University of Houston,accepted
33_WA_47,Mount Holyoke College,denied
33_WA_47,Colorado College,denied
33_WA_47,Smith College,denied
33_WA_47,Barnard College,denied
33_WA_47,Reed College,denied
33_WA_48,Samford University,accepted
33_WA_48,Gordon College,accepted
33_WA_48,Roger Williams University,accepted
33_WA_48,University of Kentucky,accepted
33_WA_48,University of Arkansas,accepted
33_WA_48,Eastern Washington University,accepted
33_WA_48,Smith College,denied
33_WA_48,Barnard College,denied
33_WA_48,Reed College,denied
33_WA_48,New York University,denied
33_WA_49,Roger Williams University,accepted
33_WA_49,Gordon College,accepted
33_WA_49,University of Kentucky,accepted
33_WA_49,Samford University,accepted
33_WA_49,University of Arkansas,accepted
33_WA_49,Smith College,denied
33_WA_49,Barnard College,pending
33_WA_49,Reed College,pending
33_WA_49,New York University,denied
33_WA_49,Eastern Washington University,accepted
33_WA_50,William Jewell College,accepted
33_WA_50,Lawrence Technological University,accepted
33_WA_50,San Diego State University,accepted
33_WA_50,University of Arizona,accepted
33_WA_50,University of Houston,accepted
33_WA_50,Mount Holyoke College,denied
33_WA_50,Colorado College,pending
33_WA_50,Smith College,pending
33_WA_50,Barnard College,denied
33_WA_50,Reed College,denied
33_WA_51,Lawrence Technological University,accepted
33_WA_51,William Jewell College,accepted
33_WA_51,Siena College,accepted
33_WA_51,University of Maine,accepted
33_WA_51,Nova Southeastern University,accepted
33_WA_51,Mount Holyoke College,denied
33_WA_51,Colorado College,pending
33_WA_51,Smith College,denied
33_WA_51,Barnard College,denied
33_WA_51,Reed College,denied
33_WA_52,William Jewell College,accepted
33_WA_52,Lawrence Technological University,accepted
33_WA_52,Texas Tech University,pending
33_WA_52,San Diego State University,accepted
33_WA_52,University of Montana,accepted
33_WA_52,Mount Holyoke College,denied
33_WA_52,Colorado College,denied
33_WA_52,Smith College,denied
33_WA_52,Barnard College,pending
33_WA_52,Reed College,denied
33_WA_53,William Jewell College,accepted
33_WA_53,Lawrence Technological University,accepted
33_WA_53,San Diego State University,accepted
33_WA_53,University of Arizona,accepted
33_WA_53,University of Houston,accepted
33_WA_53,Mount Holyoke College,denied
33_WA_53,Colorado College,denied
33_WA_53,Smith College,denied
33_WA_53,Barnard College,denied
33_WA_53,Reed College,denied
33_WA_54,Utah State University,accepted
33_WA_54,University of Montana,accepted
33_WA_54,Texas Tech University,accepted
33_WA_54,University of Maine,accepted
33_WA_54,Nova Southeastern University,pending
33_WA_54,Mount Holyoke College,denied
33_WA_54,Colorado College,denied
33_WA_54,Smith College,denied
33_WA_54,Barnard College,denied
33_WA_54,Reed College,denied
33_WA_55,Texas Tech University,accepted
33_WA_55,University of Montana,accepted
33_WA_55,University of Maine,accepted
33_WA_55,Utah State University,accepted
33_WA_55,Nova Southeastern University,accepted
33_WA_55,Mount Holyoke College,denied
33_WA_55,Colorado College,denied
33_WA_55,Smith College,denied
33_WA_55,Barnard College,denied
33_WA_55,Reed College,denied
33_WA_56,Utah State University,accepted
33_WA_56,University of Montana,accepted
33_WA_56,Texas Tech University,pending
33_WA_56,University of Maine,accepted
33_WA_56,Nova Southeastern University,accepted
33_WA_56,Mount Holyoke College,denied
33_WA_56,Colorado College,denied
33_WA_56,Smith College,denied
33_WA_56,Barnard College,denied
33_WA_56,Reed College,denied
33_WA_57,Lawrence Technological University,accepted
33_WA_57,William Jewell College,accepted
33_WA_57,Siena College,pending
33_WA_57,Nova Southeastern University,accepted
33_WA_57,University of Maine,accepted
33_WA_57,Mount Holyoke College,denied
33_WA_57,Colorado College,pending
33_WA_57,Smith College,denied
33_WA_57,Barnard College,pending
33_WA_57,Reed College,denied
33_WA_58,Nova Southeastern University,accepted
33_WA_58,University of Maine,accepted
33_WA_58,Texas Tech University,accepted
33_WA_58,St Bonaventure University,accepted
33_WA_58,University of Montana,accepted
33_WA_58,Mount Holyoke College,denied
33_WA_58,Colorado College,denied
33_WA_58,Smith College,denied
33_WA_58,Barnard College,pending
33_WA_58,Reed College,denied
33_WA_59,Nova Southeastern University,accepted
33_WA_59,University of Maine,accepted
33_WA_59,Texas Tech University,pending
33_WA_59,St Bonaventure University,accepted
33_WA_59,University of Montana,accepted
33_WA_59,Mount Holyoke College,denied
33_WA_59,Colorado College,denied
33_WA_59,Smith College,denied
33_WA_59,Barnard College,denied
33_WA_59,Reed College,denied
33_WA_60,William Jewell College,accepted
33_WA_60,Lawrence Technological University,accepted
33_WA_60,Texas Tech University,accepted
33_WA_60,San Diego State University,accepted
33_WA_60,University of Montana,accepted
33_WA_60,Mount Holyoke College,denied
33_WA_60,Colorado College,pending
33_WA_60,Smith College,denied
33_WA_60,Barnard College,denied
33_WA_60,Reed College,denied
33_WA_61,Samford University,accepted
33_WA_61,Gordon College,accepted
33_WA_61,Roger Williams University,pending
33_WA_61,University of Kentucky,accepted
33_WA_61,University of Arkansas,accepted
33_WA_61,Eastern Washington University,accepted
33_WA_61,Smith College,denied
33_WA_61,Barnard College,pending
33_WA_61,Reed College,denied
33_WA_61,New York University,denied
33_WA_62,Samford University,accepted
33_WA_62,Gordon College,accepted
33_WA_62,Roger Williams University,accepted
33_WA_62,University of Kentucky,accepted
33_WA_62,University of Arkansas,accepted
33_WA_62,Smith College,denied
33_WA_62,Barnard College,denied
33_WA_62,Reed College,denied
33_WA_62,New York University,denied
33_WA_62,Eastern Washington University,accepted
33_WA_63,Samford University,accepted
33_WA_63,Gordon College,accepted
33_WA_63,Roger Williams University,accepted
33_WA_63,University of Kentucky,accepted
33_WA_63,University of Arkansas,accepted
33_WA_63,Colorado College,pending
33_WA_63,Smith College,denied
33_WA_63,"California State University, East Bay",accepted
33_WA_63,Barnard College,denied
33_WA_63,Reed College,denied
33_WA_64,Roger Williams University,accepted
33_WA_64,Gordon College,accepted
33_WA_64,University of Kentucky,accepted
33_WA_64,Samford University,accepted
33_WA_64,University of Arkansas,accepted
33_WA_64,Smith College,denied
33_WA_64,Barnard College,denied
33_WA_64,Reed College,denied
33_WA_64,New York University,denied
33_WA_64,Eastern Washington University,accepted
33_WA_65,Samford University,accepted
33_WA_65,Gordon College,accepted
33_WA_65,Roger Williams University,accepted
33_WA_65,University of Kentucky,accepted
33_WA_65,University of Arkansas,accepted
33_WA_65,Eastern Washington University,accepted
33_WA_65,Smith College,denied
33_WA_65,Barnard College,denied
33_WA_65,Reed College,denied
33_WA_65,New York University,denied
33_WA_66,William Jewell College,accepted
33_WA_66,Lawrence Technological University,accepted
33_WA_66,San Diego State University,pending
33_WA_66,University of Arizona,accepted
33_WA_66,University of Houston,accepted
33_WA_66,Mount Holyoke College,denied
33_WA_66,Colorado College,denied
33_WA_66,Smith College,denied
33_WA_66,Barnard College,denied
33_WA_66,Reed College,denied
33_WA_67,Samford University,accepted
33_WA_67,Gordon College,pending
33_WA_67,Roger Williams University,accepted
33_WA_67,University of Kentucky,accepted
33_WA_67,University of Arkansas,accepted
33_WA_67,Eastern Washington University,accepted
33_WA_67,Smith College,denied
33_WA_67,Barnard College,denied
33_WA_67,Reed College,denied
33_WA_67,New York University,denied
33_WA_68,Samford University,accepted
33_WA_68,Gordon College,accepted
33_WA_68,Roger Williams University,accepted
33_WA_68,University of Kentucky,accepted
33_WA_68,University of Arkansas,accepted
33_WA_68,"California State University, East Bay",accepted
33_WA_68,Colorado College,denied
33_WA_68,Smith College,denied
33_WA_68,Barnard College,denied
33_WA_68,Reed College,denied
33_WA_69,Lawrence Technological University,accepted
33_WA_69,William Jewell College,accepted
33_WA_69,Siena College,accepted
33_WA_69,University of Maine,accepted
33_WA_69,Nova Southeastern University,accepted
33_WA_69,Mount Holyoke College,denied
33_WA_69,Colorado College,denied
33_WA_69,Smith College,denied
33_WA_69,Barnard College,denied
33_WA_69,Reed College,denied
33_WA_70,Samford University,accepted
33_WA_70,Gordon College,accepted
33_WA_70,Roger Williams University,accepted
33_WA_70,University of Kentucky,accepted
33_WA_70,University of Arkansas,accepted
33_WA_70,"California State University, East Bay",accepted
33_WA_70,Colorado College,denied
33_WA_70,Smith College,denied
33_WA_70,Barnard College,denied
33_WA_70,Reed College,denied
33_WA_71,Lawrence Technological University,accepted
33_WA_71,William Jewell College,pending
33_WA_71,Siena College,pending
33_WA_71,University of Maine,accepted
33_WA_71,Nova Southeastern University,accepted
33_WA_71,Mount Holyoke College,denied
33_WA_71,Colorado College,denied
33_WA_71,Smith College,denied
33_WA_71,Barnard College,denied
33_WA_71,Reed College,denied
33_WA_72,Lawrence Technological University,accepted
33_WA_72,William Jewell College,accepted
33_WA_72,Siena College,accepted
33_WA_72,University of Maine,accepted
33_WA_72,Nova Southeastern University,pending
33_WA_72,Mount Holyoke College,denied
33_WA_72,Colorado College,pending
33_WA_72,Smith College,denied
33_WA_72,Barnard College,pending
33_WA_72,Reed College,denied
33_WA_73,William Jewell College,accepted
33_WA_73,Lawrence Technological University,accepted
33_WA_73,San Diego State University,accepted
33_WA_73,University of Arizona,accepted
33_WA_73,University of Houston,pending
33_WA_73,Mount Holyoke College,denied
33_WA_73,Colorado College,denied
33_WA_73,Smith College,denied
33_WA_73,Barnard College,denied
33_WA_73,Reed College,denied
33_WA_74,Texas Tech University,accepted
33_WA_74,University of Montana,pending
33_WA_74,University of Maine,accepted
33_WA_74,Utah State University,accepted
33_WA_74,Nova Southeastern University,accepted
33_WA_74,Mount Holyoke College,denied
33_WA_74,Colorado College,denied
33_WA_74,Smith College,denied
33_WA_74,Barnard College,denied
33_WA_74,Reed College,denied
33_WA_75,University of Maine,accepted
33_WA_75,Nova Southeastern University,accepted
33_WA_75,Texas Tech University,pending
33_WA_75,University of Montana,accepted
33_WA_75,Utah State University,accepted
33_WA_75,Mount Holyoke College,denied
33_WA_75,Colorado College,denied
33_WA_75,Smith College,denied
33_WA_75,Barnard College,denied
33_WA_75,Reed College,denied
33_WA_76,Utah State University,accepted
33_WA_76,University of Montana,accepted
33_WA_76,Texas Tech University,accepted
33_WA_76,University of Maine,accepted
33_WA_76,Nova Southeastern University,accepted
33_WA_76,Mount Holyoke College,denied
33_WA_76,Colorado College,denied
33_WA_76,Smith College,denied
33_WA_76,Barnard College,denied
33_WA_76,Reed College,denied
33_WA_77,William Jewell College,pending
33_WA_77,Lawrence Technological University,accepted
33_WA_77,Texas Tech University,accepted
33_WA_77,San Diego State University,accepted
33_WA_77,University of Montana,accepted
33_WA_77,Mount Holyoke College,denied
33_WA_77,Colorado College,denied
33_WA_77,Smith College,denied
33_WA_77,Barnard College,denied
33_WA_77,Reed College,denied
33_WA_78,William Jewell College,accepted
33_WA_78,Lawrence Technological University,accepted
33_WA_78,Texas Tech University,accepted
33_WA_78,San Diego State University,accepted
33_WA_78,University of Montana,accepted
33_WA_78,Mount Holyoke College,denied
33_WA_78,Colorado College,denied
33_WA_78,Smith College,denied
33_WA_78,Barnard College,denied
33_WA_78,Reed College,denied
33_WA_79,William Jewell College,accepted
33_WA_79,Lawrence Technological University,accepted
33_WA_79,San Diego State University,accepted
33_WA_79,University of Arizona,accepted
33_WA_79,University of Houston,accepted
33_WA_79,Mount Holyoke College,pending
33_WA_79,Colorado College,denied
33_WA_79,Smith College,denied
33_WA_79,Barnard College,pending
33_WA_79,Reed College,denied
33_MO_80,Lawrence Technological University,accepted
33_MO_80,William Jewell College,accepted
33_MO_80,Siena College,accepted
33_MO_80,University of Maine,accepted
33_MO_80,Nova Southeastern University,accepted
33_MO_80,Mount Holyoke College,denied
33_MO_80,Colorado College,denied
33_MO_80,Smith College,denied
33_MO_80,Barnard College,denied
33_MO_80,Reed College,pending
33_MO_81,William Jewell College,accepted
33_MO_81,Lawrence Technological University,accepted
33_MO_81,Texas Tech University,accepted
33_MO_81,San Diego State University,pending
33_MO_81,University of Montana,accepted
33_MO_81,Mount Holyoke College,denied
33_MO_81,Colorado College,denied
33_MO_81,Smith College,denied
33_MO_81,Barnard College,pending
33_MO_81,Reed College,denied
33_MO_82,Lawrence Technological University,accepted
33_MO_82,William Jewell College,accepted
33_MO_82,Siena College,accepted
33_MO_82,University of Maine,accepted
33_MO_82,Nova Southeastern University,accepted
33_MO_82,Mount Holyoke College,denied
33_MO_82,Colorado College,denied
33_MO_82,Smith College,denied
33_MO_82,Barnard College,denied
33_MO_82,Reed College,denied
33_MO_83,Samford University,accepted
33_MO_83,Gordon College,accepted
33_MO_83,Roger Williams University,accepted
33_MO_83,University of Kentucky,accepted
33_MO_83,University of Arkansas,accepted
33_MO_83,Colorado College,denied
33_MO_83,Smith College,denied
33_MO_83,"California State University, East Bay",accepted
33_MO_83,Barnard College,denied
33_MO_83,Reed College,denied
33_MO_84,William Jewell College,accepted
33_MO_84,Lawrence Technological University,accepted
33_MO_84,San Diego State University,accepted
33_MO_84,University of Arizona,accepted
33_MO_84,University of Houston,accepted
33_MO_84,Mount Holyoke College,denied
33_MO_84,Colorado College,denied
33_MO_84,Smith College,denied
33_MO_84,Barnard College,denied
33_MO_84,Reed College,denied
33_MO_85,Samford University,accepted
33_MO_85,Gordon College,accepted
33_MO_85,Roger Williams University,accepted
33_MO_85,University of Kentucky,accepted
33_MO_85,University of Arkansas,accepted
33_MO_85,Colorado College,denied
33_MO_85,Smith College,denied
33_MO_85,"California State University, East Bay",accepted
33_MO_85,Barnard College,denied
33_MO_85,Reed College,denied
33_MO_86,Lawrence Technological University,accepted
33_MO_86,William Jewell College,accepted
33_MO_86,Siena College,accepted
33_MO_86,Nova Southeastern University,accepted
33_MO_86,University of Maine,accepted
33_MO_86,Mount Holyoke College,pending
33_MO_86,Colorado College,denied
33_MO_86,Smith College,denied
33_MO_86,Barnard College,denied
33_MO_86,Reed College,denied
33_MO_87,Lawrence Technological University,accepted
33_MO_87,William Jewell College,accepted
33_MO_87,Siena College,pending
33_MO_87,Nova Southeastern University,accepted
33_MO_87,University of Maine,pending
33_MO_87,Mount Holyoke College,denied
33_MO_87,Colorado College,denied
33_MO_87,Smith College,denied
33_MO_87,Barnard College,denied
33_MO_87,Reed College,denied
33_MO_88,Samford University,accepted
33_MO_88,Gordon College,accepted
33_MO_88,Roger Williams University,accepted
33_MO_88,University of Kentucky,accepted
33_MO_88,University of Arkansas,accepted
33_MO_88,Smith College,denied
33_MO_88,Barnard College,denied
33_MO_88,Reed College,denied
33_MO_88,New York University,denied
33_MO_88,Eastern Washington University,accepted
33_MO_89,Samford University,accepted
33_MO_89,Gordon College,accepted
33_MO_89,Roger Williams University,accepted
33_MO_89,University of Kentucky,pending
33_MO_89,University of Arkansas,accepted
33_MO_89,Smith College,denied
33_MO_89,Barnard College,denied
33_MO_89,Reed College,denied
33_MO_89,New York University,denied
33_MO_89,Eastern Washington University,accepted
33_MO_90,Lawrence Technological University,accepted
33_MO_90,William Jewell College,accepted
33_MO_90,Siena College,accepted
33_MO_90,University of Maine,accepted
33_MO_90,Nova Southeastern University,accepted
33_MO_90,Mount Holyoke College,denied
33_MO_90,Colorado College,denied
33_MO_90,Smith College,denied
33_MO_90,Barnard College,denied
33_MO_90,Reed College,denied
33_MO_91,William Jewell College,accepted
33_MO_91,Lawrence Technological University,accepted
33_MO_91,Texas Tech University,accepted
33_MO_91,San Diego State University,accepted
33_MO_91,University of Montana,accepted
33_MO_91,Mount Holyoke College,denied
33_MO_91,Colorado College,denied
33_MO_91,Smith College,denied
33_MO_91,Barnard College,denied
33_MO_91,Reed College,denied
33_MO_92,William Jewell College,accepted
33_MO_92,Lawrence Technological University,accepted
33_MO_92,Texas Tech University,accepted
33_MO_92,San Diego State University,accepted
33_MO_92,University of Montana,accepted
33_MO_92,Mount Holyoke College,denied
33_MO_92,Colorado College,denied
33_MO_92,Smith College,denied
33_MO_92,Barnard College,denied
33_MO_92,Reed College,denied
33_MO_93,Lawrence Technological University,accepted
33_MO_93,William Jewell College,accepted
33_MO_93,Siena College,accepted
33_MO_93,University of Maine,accepted
33_MO_93,Nova Southeastern University,accepted
33_MO_93,Mount Holyoke College,denied
33_MO_93,Colorado College,denied
33_MO_93,Smith College,denied
33_MO_93,Barnard College,denied
33_MO_93,Reed College,denied
33_MO_94,William Jewell College,accepted
33_MO_94,Lawrence Technological University,accepted
33_MO_94,Texas Tech University,accepted
33_MO_94,San Diego State University,accepted
33_MO_94,University of Montana,accepted
33_MO_94,Mount Holyoke College,denied
33_MO_94,Colorado College,denied
33_MO_94,Smith College,denied
33_MO_94,Barnard College,denied
33_MO_94,Reed College,denied
33_MO_95,Samford University,accepted
33_MO_95,Gordon College,accepted
33_MO_95,Roger Williams University,accepted
33_MO_95,University of Kentucky,accepted
33_MO_95,University of Arkansas,accepted
33_MO_95,"California State University, East Bay",accepted
33_MO_95,Colorado College,denied
33_MO_95,Smith College,denied
33_MO_95,Barnard College,denied
33_MO_95,Reed College,denied
33_MO_96,Utah State University,accepted
33_MO_96,University of Montana,accepted
33_MO_96,Texas Tech University,accepted
33_MO_96,University of Maine,accepted
33_MO_96,Nova Southeastern University,accepted
33_MO_96,Mount Holyoke College,pending
33_MO_96,Colorado College,denied
33_MO_96,Smith College,pending
33_MO_96,Barnard College,denied
33_MO_96,Reed College,denied
33_MO_97,William Jewell College,accepted
33_MO_97,Lawrence Technological University,pending
33_MO_97,Texas Tech University,accepted
33_MO_97,San Diego State University,accepted
33_MO_97,University of Montana,accepted
33_MO_97,Mount Holyoke College,denied
33_MO_97,Colorado College,denied
33_MO_97,Smith College,denied
33_MO_97,Barnard College,denied
33_MO_97,Reed College,denied
33_MO_98,Samford University,accepted
33_MO_98,Gordon College,accepted
33_MO_98,Roger Williams University,accepted
33_MO_98,University of Kentucky,pending
33_MO_98,University of Arkansas,accepted
33_MO_98,Colorado College,denied
33_MO_98,Smith College,denied
33_MO_98,"California State University, East Bay",accepted
33_MO_98,Barnard College,denied
33_MO_98,Reed College,denied
33_MO_99,William Jewell College,accepted
33_MO_99,Lawrence Technological University,accepted
33_MO_99,Texas Tech University,accepted
33_MO_99,San Diego State University,accepted
33_MO_99,University of Montana,accepted
33_MO_99,Mount Holyoke College,denied
33_MO_99,Colorado College,denied
33_MO_99,Smith College,denied
33_MO_99,Barnard College,denied
33_MO_99,Reed College,denied
33_MO_100,William Jewell College,accepted
33_MO_100,Lawrence Technological University,accepted
33_MO_100,San Diego State University,pending
33_MO_100,University of Arizona,accepted
33_MO_100,University of Houston,accepted
33_MO_100,Mount Holyoke College,denied
33_MO_100,Colorado College,denied
33_MO_100,Smith College,denied
33_MO_100,Barnard College,denied
33_MO_100,Reed College,denied
33_MO_101,Lawrence Technological University,accepted
33_MO_101,William Jewell College,pending
33_MO_101,Siena College,accepted
33_MO_101,University of Maine,accepted
33_MO_101,Nova Southeastern University,accepted
33_MO_101,Mount Holyoke College,denied
33_MO_101,Colorado College,denied
33_MO_101,Smith College,denied
33_MO_101,Barnard College,denied
33_MO_101,Reed College,denied
33_MO_102,William Jewell College,accepted
33_MO_102,Lawrence Technological University,accepted
33_MO_102,Texas Tech University,accepted
33_MO_102,San Diego State University,accepted
33_MO_102,University of Montana,accepted
33_MO_102,Mount Holyoke College,denied
33_MO_102,Colorado College,denied
33_MO_102,Smith College,denied
33_MO_102,Barnard College,denied
33_MO_102,Reed College,denied
33_MO_103,William Jewell College,accepted
33_MO_103,Lawrence Technological University,accepted
33_MO_103,San Diego State University,pending
33_MO_103,University of Arizona,accepted
33_MO_103,University of Houston,accepted
33_MO_103,Mount Holyoke College,denied
33_MO_103,Colorado College,denied
33_MO_103,Smith College,denied
33_MO_103,Barnard College,denied
33_MO_103,Reed College,denied
33_MO_104,Lawrence Technological University,accepted
33_MO_104,William Jewell College,accepted
33_MO_104,Siena College,pending
33_MO_104,University of Maine,accepted
33_MO_104,Nova Southeastern University,accepted
33_MO_104,Mount Holyoke College,denied
33_MO_104,Colorado College,denied
33_MO_104,Smith College,denied
33_MO_104,Barnard College,denied
33_MO_104,Reed College,denied
33_MO_105,William Jewell College,accepted
33_MO_105,Lawrence Technological University,accepted
33_MO_105,San Diego State University,accepted
33_MO_105,University of Arizona,accepted
33_MO_105,University of Houston,accepted
33_MO_105,Mount Holyoke College,denied
33_MO_105,Colorado College,denied
33_MO_105,Smith College,denied
33_MO_105,Barnard College,denied
33_MO_105,Reed College,denied
33_MO_106,Lawrence Technological University,accepted
33_MO_106,William Jewell College,pending
33_MO_106,Siena College,pending
33_MO_106,University of Maine,accepted
33_MO_106,Nova Southeastern University,accepted
33_MO_106,Mount Holyoke College,denied
33_MO_106,Colorado College,denied
33_MO_106,Smith College,denied
33_MO_106,Barnard College,denied
33_MO_106,Reed College,denied
33_MO_107,Samford University,accepted
33_MO_107,Gordon College,accepted
33_MO_107,Roger Williams University,accepted
33_MO_107,University of Kentucky,accepted
33_MO_107,University of Arkansas,accepted
33_MO_107,"California State University, East Bay",accepted
33_MO_107,Colorado College,denied
33_MO_107,Smith College,denied
33_MO_107,Barnard College,denied
33_MO_107,Reed College,denied
33_MO_108,William Jewell College,accepted
33_MO_108,Lawrence Technological University,accepted
33_MO_108,San Diego State University,accepted
33_MO_108,University of Arizona,accepted
33_MO_108,University of Houston,accepted
33_MO_108,Mount Holyoke College,pending
33_MO_108,Colorado College,denied
33_MO_108,Smith College,denied
33_MO_108,Barnard College,denied
33_MO_108,Reed College,denied
33_MO_109,Texas Tech University,pending
33_MO_109,University of Montana,accepted
33_MO_109,University of Maine,accepted
33_MO_109,Utah State University,accepted
33_MO_109,Nova Southeastern University,accepted
33_MO_109,Mount Holyoke College,denied
33_MO_109,Colorado College,pending
33_MO_109,Smith College,denied
33_MO_109,Barnard College,denied
33_MO_109,Reed College,denied
33_MO_110,Samford University,accepted
33_MO_110,Gordon College,accepted
33_MO_110,Roger Williams University,pending
33_MO_110,University of Kentucky,accepted
33_MO_110,University of Arkansas,accepted
33_MO_110,Smith College,denied
33_MO_110,Barnard College,denied
33_MO_110,Reed College,denied
33_MO_110,New York University,denied
33_MO_110,Eastern Washington University,accepted
33_MO_111,Lawrence Technological University,accepted
33_MO_111,William Jewell College,accepted
33_MO_111,Siena College,pending
33_MO_111,University of Maine,accepted
33_MO_111,Nova Southeastern University,accepted
33_MO_111,Mount Holyoke College,denied
33_MO_111,Colorado College,pending
33_MO_111,Smith College,denied
33_MO_111,Barnard College,pending
33_MO_111,Reed College,pending
33_MO_112,William Jewell College,accepted
33_MO_112,Lawrence Technological University,pending
33_MO_112,Texas Tech University,accepted
33_MO_112,San Diego State University,accepted
33_MO_112,University of Montana,accepted
33_MO_112,Mount Holyoke College,denied
33_MO_112,Colorado College,denied
33_MO_112,Smith College,denied
33_MO_112,Barnard College,denied
33_MO_112,Reed College,denied
33_MO_113,William Jewell College,accepted
33_MO_113,Lawrence Technological University,accepted
33_MO_113,San Diego State University,accepted
33_MO_113,University of Arizona,pending
33_MO_113,University of Houston,pending
33_MO_113,Mount Holyoke College,denied
33_MO_113,Colorado College,denied
33_MO_113,Smith College,pending
33_MO_113,Barnard College,denied
33_MO_113,Reed College,denied
33_MO_114,Lawrence Technological University,accepted
33_MO_114,William Jewell College,accepted
33_MO_114,Siena College,accepted
33_MO_114,Nova Southeastern University,accepted
33_MO_114,University of Maine,accepted
33_MO_114,Mount Holyoke College,denied
33_MO_114,Colorado College,denied
33_MO_114,Smith College,denied
33_MO_114,Barnard College,denied
33_MO_114,Reed College,pending
33_MO_115,University of Maine,accepted
33_MO_115,Nova Southeastern University,accepted
33_MO_115,Texas Tech University,accepted
33_MO_115,University of Montana,accepted
33_MO_115,Utah State University,pending
33_MO_115,Mount Holyoke College,denied
33_MO_115,Colorado College,pending
33_MO_115,Smith College,denied
33_MO_115,Barnard College,denied
33_MO_115,Reed College,denied
33_MO_116,Lawrence Technological University,accepted
33_MO_116,William Jewell College,accepted
33_MO_116,Siena College,accepted
33_MO_116,University of Maine,accepted
33_MO_116,Nova Southeastern University,accepted
33_MO_116,Mount Holyoke College,pending
33_MO_116,Colorado College,denied
33_MO_116,Smith College,denied
33_MO_116,Barnard College,denied
33_MO_116,Reed College,denied
33_MO_117,Roger Williams University,accepted
33_MO_117,Gordon College,accepted
33_MO_117,University of Kentucky,accepted
33_MO_117,Samford University,accepted
33_MO_117,University of Arkansas,pending
33_MO_117,Smith College,denied
33_MO_117,Barnard College,denied
33_MO_117,Reed College,denied
33_MO_117,New York University,denied
33_MO_117,Eastern Washington University,accepted
33_MO_118,Lawrence Technological University,accepted
33_MO_118,William Jewell College,accepted
33_MO_118,Siena College,accepted
33_MO_118,University of Maine,accepted
33_MO_118,Nova Southeastern University,accepted
